"","datetime","city","country","shape"
"43243",1994-04-25,"pascagoula (approximate)","us","flash"
"45573",2012-04-09,"franklin","us","flash"
"62720",2013-07-14,"mount laurel","us","formation"
"70545",2010-07-07,"poulsbo","us","formation"
"83386",2005-09-17,"tillamook/bay city","","formation"
"15723",2011-11-03,"venice","us","light"
"29482",1955-02-15,"new york city (brooklyn)","us","light"
"86500",2002-09-28,"new york city (staten island)","us","light"
"14354",2009-11-25,"chinle","us","other"
"19848",2005-12-13,"fairfield","us","other"
"49959",2002-05-30,"waco","us","other"
"65271",1963-07-02,"tucson","us","other"
"7366",2002-10-06,"harrisonville","us","oval"
"14692",2006-11-27,"chauvin","us","oval"
"48286",2001-05-21,"kuala lumpur (malaysia)","","sphere"
"65564",2001-07-22,"camas","us","sphere"
"3949",2013-10-21,"san antonio","us","triangle"
"6417",2004-10-31,"tinley park","us","triangle"
"20884",2006-12-18,"apex","us","triangle"
"42104",2004-04-20,"litchfield park","us","triangle"
"52569",1984-06-01,"tolland","us","triangle"
"75293",1993-08-20,"lancaster (saddleback butte park)","us","triangle"
"23611",1959-12-30,"del mar","us","unknown"
"40220",NA,"kempsey (worcester) (uk/england)","gb","unknown"
"49503",2007-05-27,"kimberley (canada)","ca","unknown"
"86342",2007-09-27,"hilton head island","us","unknown"
"146",2004-10-10,"berkeley","us","unknown"
"77401",2012-08-26,"center","us","circle"
"162",2005-10-10,"lewisburg","us","unknown"
"170",2006-10-10,"blairsville","us","unknown"
"84488",2001-09-21,"marshall","us","flash"
"16867",1999-11-06,"allentown","us","disk"
"44340",1996-04-03,"fontana","us",""
"31738",2012-02-25,"newark","us","other"
"63030",1983-07-15,"lake city","us","triangle"
"8946",1966-11-01,"miami","us",""
"48845",2007-05-23,"cottonwood","us","changing"
"80328",NA,"ottawa (canada)","ca","circle"
"56366",2011-06-21,"springfield","us","cylinder"
"67908",2010-07-31,"wichita","us","diamond"
"17815",2006-01-18,"opposite of clearview hill&#44 clearview","","disk"
"72473",2003-08-12,"jordan valley","us","disk"
"84235",2003-09-20,"saugus","us","disk"
"10066",1997-11-14,"olympia","us","fireball"
"27812",2005-01-07,"richmond","us","fireball"
"39085",2009-03-07,"lynchburg","us","fireball"
"55383",2013-06-17,"waterloo","us","fireball"
"55384",2013-06-17,"albrightsville","us","fireball"
"55400",1996-06-18,"alabama (location unspecified)","","fireball"
"70534",2010-07-07,"chicago","us","fireball"
"73222",2010-08-14,"westfield","us","fireball"
"73278",2012-08-14,"southampton (canada)","ca","fireball"
"73282",2012-08-14,"castleton","us","fireball"
"74942",1967-08-19,"novomikhailovka (ussr)","","fireball"
"78636",2012-08-31,"newburgh","us","fireball"
"82124",2007-09-13,"chillicothe","us","fireball"
"83937",2009-09-19,"philadelphia","us","fireball"
"85043",2000-09-22,"cinnaminson","us","fireball"
"79582",2006-08-06,"phoenix","us","formation"
"2327",2005-10-15,"kansas city","us","light"
"2992",2001-10-18,"houston","us","light"
"16149",2012-01-14,"underhill","us","light"
"27870",2010-01-07,"windham","us","light"
"29060",2012-02-12,"coatesville","us","light"
"61326",1968-07-01,"plantsville","us","light"
"78001",2006-08-29,"colorado springs","us","oval"
"71484",1987-08-11,"neosho","us","rectangle"
"53502",1981-06-13,"stuttgart (germany)","de","sphere"
"78822",2008-08-03,"baltimore","us","teardrop"
"38266",1997-03-03,"dublin","us","triangle"
"57904",2005-06-27,"colorado springs","us","triangle"
"45810",2012-05-10,"cambridge","us","unknown"
"62334",2009-07-13,"miami","us","unknown"
"29625",2003-02-15,"buffalo","us","fireball"
"56133",2011-06-20,"mt. vernon","us","disk"
"20236",1998-12-15,"oroville","us","light"
"15148",2007-11-29,"aurora","us","unknown"
"54597",1999-06-15,"sherwood park (canada)","ca","light"
"45767",2008-05-10,"san francisco","us","sphere"
"51062",1999-05-07,"roy","us","changing"
"67864",2007-07-31,"phoenix","us","disk"
"86637",2012-09-28,"thousand oaks","us","disk"
"46628",2003-05-13,"kitchener (canada)","ca","formation"
"74689",1999-08-18,"rhodes island (greece)","","other"
"57594",2012-06-25,"front royal","us","teardrop"
"22025",2005-12-22,"osceloa","","triangle"
"21319",1987-12-20,"tampa/miami (on highway between)","","unknown"
"15737",2012-11-03,"tunica","us","oval"
"33330",1992-02-09,"rapid city area","",""
"52829",1995-06-01,"craig","us","changing"
"70398",2001-07-07,"melbourne","us","chevron"
"27166",2000-01-04,"mono (town of) (canada)","","cylinder"
"1400",2002-10-13,"smithfield","us","disk"
"44186",2000-04-30,"south lyon","us","disk"
"20935",2012-12-18,"middlesboro","us","fireball"
"39781",2003-04-11,"fresno","us","formation"
"26776",2014-01-30,"gray court","us","other"
"17990",2012-11-08,"selah","us","triangle"
"15772",2012-11-03,"middletown","us","unknown"
"59593",1990-06-05,"danville (rural)","us","unknown"
"77363",2010-08-26,"springdale","us","cigar"
"55290",2007-06-17,"geraldton (australia)","au","disk"
"47856",2001-05-19,"limassol","","light"
"6557",2009-10-31,"springville","us","triangle"
"73133",2005-08-14,"hungary","","triangle"
"35418",2010-03-16,"canton","us","light"
"70628",2013-07-07,"countryside","us","formation"
"13081",2008-11-21,"indianapolis","us","triangle"
"80069",1997-08-08,"tadley (uk/england)","gb","circle"
"12134",2001-01-01,"new plymouth (new zealand)","","disk"
"37083",2014-03-24,"poplar","us","disk"
"72380",1999-08-12,"gold canyon","","formation"
"29035",2010-02-12,"san antonio","us","light"
"26988",2004-01-03,"reno","us","other"
"61750",2009-07-01,"belmopan (belize)","","other"
"54996",1998-06-16,"broken hill (australia)","au","rectangle"
"17440",2007-11-07,"springfield","us","triangle"
"23112",2003-12-27,"lucasville","us","unknown"
"27071",2009-01-03,"tramore (ireland)","","fireball"
"55146",2012-06-16,"wauseon","us","circle"
"52262",1974-06-01,"garrison","us","disk"
"36809",2004-03-23,"russia","us","fireball"
"86655",2013-09-28,"northridge","us","fireball"
"24400",2007-12-03,"monroe","us","other"
"46268",2009-05-01,"route 81","","other"
"38043",2013-03-30,"san mateo","us","light"
"58305",2007-06-29,"hamilton (canada)","ca","light"
"50796",2012-05-05,"natrona heights","us","sphere"
"51847",2000-06-11,"lunenburg","us","sphere"
"41245",2001-04-16,"central u. s. (in-flight; chicago totampa bay)","","oval"
"50870",1999-05-06,"anchorage","us","disk"
"24496",2011-12-03,"dayton","us","light"
"43238",1975-04-25,"oil city","us","disk"
"39925",1954-04-01,"stanford campus","","disk"
"52582",1985-06-01,"tampa","us","disk"
"84267",2005-09-20,"adams","us","disk"
"8658",2012-11-10,"ballentine","us","egg"
"8736",1998-11-11,"derby&#44 derbyshire (uk/england)(uk)","","egg"
"5965",2012-10-29,"roseville","us","other"
"55957",1999-06-20,"lathorp (near manteca)","","sphere"
"77835",2009-08-28,"anchorage","us","formation"
"12931",2012-11-20,"keedysville","us","circle"
"9157",2001-01-11,"beloit","us","fireball"
"27972",2002-01-08,"north hero","us","cigar"
"64320",2008-07-18,"evans","us","light"
"36357",2009-03-21,"majenica","us","other"
"17757",2003-11-08,"st. james","us","triangle"
"32438",NA,"","",""
"77445",1998-08-27,"villa nueva state park","","cigar"
"40026",1999-04-01,"encinitas: along i-5&#44 from encinitas to oceanside over ocean","","circle"
"48309",2003-05-21,"rifle","us","circle"
"40161",2011-04-01,"wichita","us","egg"
"56208",1992-06-21,"mt.vernon","","egg"
"4522",2008-10-23,"long beach","us","fireball"
"80918",2001-09-11,"monticello","us","formation"
"12703",2014-01-01,"philadelphia","us","light"
"20979",1998-12-19,"riddle","us","light"
"44128",2012-04-29,"melbourne","us","light"
"85839",2002-09-25,"flint","us","light"
"26256",2012-01-28,"lansdale","us","oval"
"27223",2006-01-04,"fletcher","us","oval"
"59085",2007-06-30,"mattoon","us","rectangle"
"33574",2004-03-10,"muskegon","us","teardrop"
"59684",2006-06-05,"east bethel","us","teardrop"
"34236",1998-03-12,"greenland","us","sphere"
"3813",2004-10-21,"canvey island&#44 essex (uk/england)","","chevron"
"25366",2000-12-06,"forks","us","cigar"
"42186",2010-04-20,"las vegas","us","fireball"
"5884",2008-10-29,"abilene","us","light"
"3058",2006-10-18,"albuquerque","us","other"
"3060",2006-10-18,"mission viejo","us","other"
"3071",2007-10-18,"myrtle beach","us","other"
"77144",2012-08-25,"cornelius","us","oval"
"21276",2013-01-02,"seattle","us","light"
"60960",2010-07-10,"hancock","us","light"
"79427",2012-08-05,"alabaster","us","cigar"
"57463",2003-06-25,"price","us","circle"
"68819",2008-07-04,"prairieville","us","light"
"21939",2013-12-02,"thousand oaks","us","changing"
"66688",2012-07-26,"cornelius","us","changing"
"10742",1998-11-16,"belgrade","us","circle"
"18301",2009-01-19,"graham","us","circle"
"71282",2004-08-10,"pottstown","us","circle"
"72081",2001-08-01,"austin","us","cone"
"64890",2006-07-20,"portland","us","diamond"
"5338",2000-10-27,"phoenix","us","fireball"
"10768",1999-11-16,"chicago","us","fireball"
"55137",2012-06-16,"siesta key","us","fireball"
"69942",2013-07-05,"wheeling","us","fireball"
"15412",2013-11-30,"pinellas park","us","flash"
"36673",2008-03-22,"center","us","flash"
"42342",2007-04-21,"karues - patras (greece)","","formation"
"44248",2007-04-30,"seattle","us","formation"
"16436",2003-01-15,"north judson/knox","","light"
"33526",2000-03-10,"rockford","us","light"
"45492",2005-04-09,"amesbury","us","light"
"66608",2005-07-26,"coldstream (canada)","","light"
"82410",2011-09-14,"portland","us","light"
"14258",1998-11-25,"lee&#39s summit","","other"
"65031",1985-07-21,"concord","us","oval"
"70777",2009-07-08,"tucson","us","rectangle"
"6972",2005-10-04,"waterford","us","sphere"
"28549",2005-02-11,"peoria","us","triangle"
"32959",2012-02-06,"fort irwin","us","triangle"
"47082",1998-05-15,"manchester (uk/england)","gb","triangle"
"70700",2003-07-08,"seminole","us","unknown"
"49575",2013-05-27,"thunder bay (canada)","ca","light"
"25399",2002-01-26,"antioch","us","fireball"
"14207",2013-11-24,"shelby","us","sphere"
"22428",2006-12-24,"dundas island (south of) (canada)","",""
"74669",1980-08-18,"clarksfield","us","cigar"
"26393",2003-12-09,"brazil","us","circle"
"3164",2013-10-18,"norwood","us","fireball"
"40722",2010-04-14,"remington (near)","us","fireball"
"58216",2013-06-28,"nicholasville","us","fireball"
"76603",2012-08-23,"waterloo","us","fireball"
"6839",2012-10-03,"lakeville","us","formation"
"21895",2011-01-22,"cypress","us","formation"
"74068",2011-08-15,"yankton","us","light"
"79437",2012-08-05,"ashby","us","light"
"74621",2012-08-17,"houston","us","other"
"33191",2003-02-08,"highland","us","triangle"
"53725",1997-06-14,"ludlow","us",""
"41378",2011-04-16,"littleton","us","disk"
"71666",2010-08-11,"rushville","us","disk"
"66394",2009-07-25,"pampa","us","other"
"41523",2006-04-17,"industry","us","oval"
"42454",2013-04-21,"attica","us","oval"
"46958",1974-05-15,"passaic","us","cigar"
"16930",2003-11-06,"moultrie","us","other"
"12576",2013-01-01,"seagoville (dallas)","us","circle"
"4270",2008-10-22,"anacortes","us","light"
"8152",2012-10-09,"melrose","us","teardrop"
"64787",2000-07-20,"wallingford","us","light"
"66519",1998-07-26,"erie","us","light"
"27383",2000-01-05,"galesburg","us","triangle"
"11964",1965-01-01,"st. ansgar","us","fireball"
"62758",1952-07-15,"south gate","us","circle"
"38699",2010-03-05,"kihei","us","circle"
"20943",2012-12-18,"attalla","us","light"
"15854",2014-01-13,"holts summit","us","changing"
"36335",2008-03-21,"new braintree","us","other"
"83121",2001-09-16,"bloomfield","us","teardrop"
"17776",2004-11-08,"islamabad (pakistan)","","changing"
"68809",2008-07-04,"chula vist","","circle"
"79461",2013-08-05,"valdosta","us","circle"
"24221",1976-12-03,"milford","us","disk"
"54620",1999-06-15,"oldsmar","us","fireball"
"86346",2007-09-27,"reno","us","rectangle"
"2703",2012-10-16,"orlando","us","sphere"
"15408",2013-11-30,"tucson","us","unknown"
"9517",2013-11-01,"lake elsinore","us","other"
"43853",2005-04-28,"townsville (australia)","au","disk"
"69275",2012-07-04,"lacey","us","disk"
"58138",2009-06-28,"tiburon","us","triangle"
"17115",2011-11-06,"knoxville","us","other"
"8043",2007-10-09,"bufod","","oval"
"78327",2010-08-30,"veneta","us","unknown"
"28905",1995-02-12,"mckinleyville","us",""
"17682",2001-11-08,"halifax (canada)","ca","changing"
"36803",2003-03-23,"morton","us","changing"
"34750",2003-03-14,"chelmsford","us","cigar"
"2008",1984-10-15,"uvalde","us","circle"
"36155",2010-03-20,"venus","us","circle"
"64005",2004-07-17,"new york city (staten island)","us","circle"
"74364",2013-08-16,"west union","us","circle"
"16565",2007-11-05,"midwest city","us","cone"
"45530",2009-04-09,"pilar&#44 azores (portugal)","","cylinder"
"35424",2010-03-16,"angeles city (philippines)","","disk"
"50262",2000-05-03,"waterford/chislehurst","","disk"
"49533",2010-05-27,"chicago","us","fireball"
"77392",2012-08-26,"niagara falls (canada)","ca","fireball"
"49139",2007-05-25,"muillca township","","formation"
"8265",2003-01-10,"busselton (australia)","au","light"
"11373",2012-11-17,"hagerstown","us","light"
"45267",2003-04-08,"dubuque","us","light"
"70139",2010-07-06,"seattle","us","light"
"65535",1999-07-22,"south shields (uk/england)","gb","other"
"86254",1966-09-27,"red oak","us","oval"
"27013",2006-01-03,"aliceville/carrolton/livingston","","sphere"
"88627",1969-09-09,"austin","us","sphere"
"70029",2002-07-06,"moose mountain (canada)","","triangle"
"77587",2010-08-27,"plymouth meeting","us","triangle"
"82377",2010-09-14,"jamison","us","triangle"
"19864",2006-12-13,"cataumet","us","unknown"
"38613",2004-03-05,"springer (nm)/colorado city (co)","","disk"
"12619",2013-01-01,"fountain hills","us","other"
"59421",1949-06-04,"los angeles","","circle"
"40289",2005-04-12,"los angeles","us","triangle"
"18931",1999-12-11,"stilwell","us","formation"
"79905",2011-08-07,"lehigh acres","us","unknown"
"42227",2013-04-20,"cardiff","","sphere"
"44913",2002-04-06,"preston&#44 lancashire (uk/england)","",""
"29698",2008-02-15,"uk/england","","egg"
"50264",2000-05-03,"mt. pleasant","us","light"
"75460",2006-08-20,"forest (canada)","ca","light"
"45490",2005-04-09,"sidney","us","triangle"
"80289",2012-08-08,"inwood","us","triangle"
"87870",2010-09-05,"hanover park","us","triangle"
"9878",2005-11-13,"west los angeles","us","unknown"
"27018",2007-01-03,"airdrie (canada)","ca","unknown"
"69994",1999-07-06,"newton","us","sphere"
"37415",1997-03-27,"sun prairie","us",""
"39946",1969-04-01,"loganville","us","cigar"
"48224",2012-05-20,"alameda","us","cigar"
"36009",2014-03-19,"nashville","us","cylinder"
"75683",2002-08-21,"white plains","us","disk"
"4900",1995-10-25,"sion mills (northern ireland)","","fireball"
"10889",1999-11-16,"trenton (canada)","ca","fireball"
"27958",2000-01-08,"darwin (nt&#44 australia)","au","fireball"
"13274",2005-11-02,"san antonio","us","light"
"13287",2005-11-02,"arlington","us","light"
"37034",2011-03-24,"marana","us","light"
"45738",2005-05-10,"willmington","","light"
"70089",2007-07-06,"grand rapids","us","light"
"84778",2003-09-02,"kelowna (canada)","ca","light"
"54806",2005-06-15,"arcata","us","other"
"70509",2009-07-07,"alvin","us","other"
"20384",2008-12-15,"topeka","us","oval"
"35848",1999-03-19,"augusta","us","oval"
"19252",2002-12-01,"sarasota","us","sphere"
"56315",2008-06-21,"chicago","us","sphere"
"24835",2011-01-24,"dallas","us","teardrop"
"14606",1994-11-27,"blanchester","us","triangle"
"22370",2000-12-24,"moses lake","us","triangle"
"32157",2005-02-28,"sevierville","us","triangle"
"50481",2005-05-04,"centerville","us","triangle"
"59851",1994-06-06,"vashon island","","unknown"
"85443",2006-09-23,"west los angeles","us","light"
"79754",1997-08-07,"new york city","us","other"
"39218",2005-03-08,"grants pass","us","light"
"20755",2011-12-17,"henderson","us","sphere"
"35152",2005-03-15,"paradise","us","cigar"
"57057",2012-06-23,"gorge","","fireball"
"41119",2008-04-15,"cary","us","unknown"
"4696",2003-10-24,"huntington","us","triangle"
"20553",2006-12-16,"beaver","us",""
"78513",2004-08-31,"montpelier (near)","us","other"
"66266",2000-07-25,"lampeter (uk/wales)","gb","cylinder"
"15038",2013-11-28,"hopkins","us","formation"
"13954",2008-11-23,"morehead","us","light"
"84870",2007-09-02,"charlotte","us","unknown"
"32272",2000-02-29,"hawaii&#39s volcano national park","","sphere"
"70884",1999-07-09,"trinidad","us","fireball"
"57491",2005-06-25,"mumbai (india)","","circle"
"60905",2008-07-10,"chambersburg","us","other"
"81700",1973-09-12,"san antonio","us","circle"
"7677",2009-10-07,"wilkesboro","us",""
"23434",1999-12-29,"stockbridge","us",""
"31153",2007-02-22,"","",""
"39597",2004-04-10,"","",""
"40598",1995-04-14,"boston","us",""
"17454",2008-01-17,"half moon bay","us","changing"
"51660",2002-06-10,"turin (italy)","","changing"
"72040",1999-08-01,"cleveland","us","cigar"
"6554",2009-10-31,"camas","us","circle"
"6822",2011-10-03,"crosby","us","circle"
"10860",1999-11-16,"kewadin","us","circle"
"63806",2007-07-16,"angeir","","circle"
"66456",2012-07-25,"king george","us","circle"
"26014",2000-01-28,"beaverton","us","cylinder"
"29592",2001-02-15,"spartanburg","us","cylinder"
"28101",2012-01-08,"moretown","us","diamond"
"33963",1993-03-01,"prescott","us","diamond"
"74050",2010-08-15,"dublin (ireland)","","disk"
"74246",2004-08-16,"scarborough (canada)","ca","disk"
"11760",2002-11-19,"lincolnton","us","egg"
"28289",2014-01-09,"fairborn","us","fireball"
"87882",2010-09-05,"fort wright","us","fireball"
"72843",2006-08-13,"lincoln city","us","formation"
"74632",2013-08-17,"dillsburg","us","formation"
"5423",2008-10-27,"owatonna","us","light"
"6212",2013-10-30,"post falls","us","light"
"57251",2008-06-24,"whitefish","us","light"
